Name,Latitude,Longitude,lfd# Nr#,Stadtteil,Anzahl_beh,ort,Straße,Art,Abfuhrtag,Woche-g-ug,Telefon,Zeitbedarf
Papierkorb 200000363,51.45074948,6.623943066,1419,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000710,51.45072894,6.624258477,1420,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000726,51.45100898,6.623931918,1421,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000727,51.45101929,6.624003667,1422,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000728,51.45319129,6.622134335,1423,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000836,51.45364886,6.624097964,1424,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000143,51.45605992,6.623137482,1425,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000162,51.45691026,6.623236137,1426,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000371,51.44256011,6.629511751,1427,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000372,51.44347876,6.625081496,1428,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000373,51.44224243,6.625408558,1429,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000768,51.44260788,6.626118841,1430,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000769,51.44292204,6.626813449,1431,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001098,51.44311331,6.62716046,1432,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001101,51.44064082,6.627271017,1433,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001302,51.44145361,6.624808749,1434,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001303,51.44063051,6.626968766,1435,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001304,51.44080133,6.627143361,1436,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000368,51.44642592,6.628946979,1437,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001089,51.44628938,6.629117718,1438,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001090,51.44636792,6.629175385,1439,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001092,51.44469112,6.630103011,1440,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001094,51.44448275,6.629812326,1441,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001095,51.44383047,6.628552107,1442,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001096,51.44413783,6.629130961,1443,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001097,51.44355043,6.627986915,1444,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000370,51.44242692,6.631596247,1445,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001099,51.44209902,6.633289307,1446,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001100,51.44224243,6.633851901,1447,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001285,51.44080133,6.632119613,1448,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001286,51.44019683,6.635664487,1449,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000366,51.44773736,6.633597091,1450,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001022,51.44791153,6.631829347,1451,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001023,51.44788077,6.632030848,1452,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001024,51.44727292,6.634152057,1453,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001025,51.44731047,6.634483309,1454,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001026,51.44779201,6.63164109,1455,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001027,51.44783978,6.631900594,1456,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001088,51.44693135,6.633383604,1457,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001091,51.44568144,6.631525839,1458,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001093,51.44497116,6.630580695,1459,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000125,51.45416116,6.628349349,1460,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000128,51.45301024,6.624909081,1461,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000129,51.45285996,6.625654399,1462,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000131,51.45269265,6.625278303,1463,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000132,51.45291125,6.62713741,1464,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000133,51.45252191,6.626600381,1465,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000134,51.45245017,6.627576705,1466,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000136,51.45127879,6.627085777,1467,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000137,51.45119003,6.628033435,1468,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000138,51.4510705,6.627715426,1469,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000139,51.45088946,6.628448004,1470,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000140,51.45093044,6.628045002,1471,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000141,51.45065384,6.629322236,1472,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000148,51.45219401,6.6251281,1473,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000149,51.45196863,6.625312082,1474,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000150,51.45157937,6.626141053,1475,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000151,51.45173301,6.624877062,1476,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000152,51.45156227,6.625176715,1477,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000153,51.45134711,6.626669532,1478,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000326,51.45155204,6.630196469,1479,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000328,51.4519413,6.629843004,1480,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000329,51.45097143,6.629541675,1481,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000330,51.45101929,6.629556594,1482,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000331,51.45108073,6.629586434,1483,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000332,51.45097143,6.629887009,1484,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000333,51.45101929,6.629959596,1485,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000334,51.45087244,6.629627002,1486,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000335,51.45093044,6.62980034,1487,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000336,51.45087244,6.629856667,1488,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000337,51.45076314,6.62958174,1489,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000338,51.45082802,6.629339335,1490,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000339,51.45224866,6.628882522,1491,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000340,51.45125147,6.629057117,1492,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000341,51.45156227,6.62893164,1493,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000342,51.45037724,6.627145959,1494,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000343,51.45048654,6.626887713,1495,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000361,51.45002889,6.625674013,1496,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000362,51.45030205,6.626036447,1497,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000711,51.45029183,6.625187863,1498,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000712,51.45002201,6.624996169,1499,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000724,51.45375816,6.625969056,1500,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000725,51.4505582,6.625393555,1501,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001050,51.45173301,6.629738482,1502,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001052,51.4512617,6.62986178,1503,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001053,51.45156227,6.630153805,1504,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001054,51.45163737,6.630039811,1505,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001083,51.45112851,6.629889105,1506,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001084,51.45197893,6.629296588,1507,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001085,51.45219745,6.629227856,1508,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001102,51.45045921,6.628843714,1509,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001103,51.45030892,6.62890004,1510,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000116,51.45500807,6.630202085,1511,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000117,51.45681806,6.62933548,1512,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000118,51.45692736,6.629565982,1513,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000126,51.45477924,6.62845823,1514,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000157,51.45993269,6.63001081,1515,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000797,51.45493641,6.626964072,1516,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000798,51.45526079,6.62708234,1517,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000799,51.45518912,6.627312843,1518,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000824,51.45591994,6.625653561,1519,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000825,51.45604969,6.625699243,1520,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000827,51.45576965,6.625579717,1521,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000828,51.45517881,6.625326583,1522,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000829,51.45533932,6.625386765,1523,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000830,51.45546916,6.625460191,1524,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000831,51.45562967,6.625520373,1525,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000832,51.45458805,6.625073869,1526,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000833,51.45474169,6.62513447,1527,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000834,51.45488854,6.625193814,1528,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000835,51.45447188,6.625043945,1529,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000122,51.45015864,6.634881618,1530,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000123,51.45030892,6.633689711,1531,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000124,51.45030205,6.634063628,1532,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000135,51.45176033,6.630501738,1533,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000324,51.44985815,6.631325176,1534,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000325,51.45178079,6.630372824,1535,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000327,51.45093044,6.630433006,1536,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000347,51.44967031,6.634846581,1537,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000348,51.4504831,6.632714309,1538,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000349,51.45051043,6.633017398,1539,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000350,51.45004934,6.631974941,1540,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000351,51.45048654,6.631721724,1541,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000352,51.45069139,6.631666655,1542,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000353,51.45065384,6.631925404,1543,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000354,51.45070849,6.631925404,1544,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000355,51.44968397,6.63153816,1545,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000367,51.45086213,6.631151838,1546,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001048,51.45235118,6.634724876,1547,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001049,51.4523614,6.632927293,1548,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000598,51.47012668,6.59614373,1549,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000599,51.47013699,6.596071562,1550,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000057,51.47266069,6.594938664,1551,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000058,51.47268802,6.595083755,1552,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000059,51.47240798,6.594547145,1553,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000060,51.47234654,6.594574889,1554,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000061,51.47228845,6.594603136,1555,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000062,51.47239088,6.595224235,1556,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000063,51.4724695,6.594518563,1557,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000064,51.47252751,6.594490819,1558,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000065,51.47258903,6.594462655,1559,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000600,51.47807708,6.596104,1560,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000596,51.47631143,6.598196207,1561,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000597,51.47481903,6.599875186,1562,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000049,51.47928944,6.602655044,1563,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000593,51.47978799,6.602775827,1564,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000034,51.47780727,6.605167268,1565,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000575,51.47805998,6.607964225,1566,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000594,51.47980853,6.602892,1567,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000595,51.47855862,6.607725592,1568,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000050,51.47155764,6.609258978,1569,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000510,51.48142381,6.612227093,1570,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000513,51.48165263,6.612128522,1571,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000533,51.48114377,6.611287147,1572,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000534,51.48129062,6.611288823,1573,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000535,51.48143747,6.6112905,1574,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000536,51.48189856,6.611311873,1575,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000537,51.48068276,6.611280693,1576,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000540,51.48083984,6.611282453,1577,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000541,51.48099013,6.611284968,1578,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000561,51.48159798,6.611308018,1579,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000562,51.48175171,6.611295193,1580,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000563,51.48189856,6.612147298,1581,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000567,51.48052912,6.611279016,1582,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000570,51.47955917,6.611266192,1583,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000571,51.47965145,6.611065948,1584,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000574,51.47876691,6.612335136,1585,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000587,51.48007826,6.613460826,1586,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000592,51.48007826,6.613202579,1587,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000066,51.48334309,6.594488304,1588,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000067,51.48257816,6.5953275,1589,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000054,51.48990009,6.595192635,1590,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000055,51.4899513,6.59477639,1591,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000432,51.48850677,6.595073529,1592,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000433,51.48835992,6.59438068,1593,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000434,51.48842135,6.594812684,1594,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000555,51.48825062,6.59494034,1595,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000047,51.48261915,6.600063862,1596,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000048,51.48236979,6.600118009,1597,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000443,51.48679242,6.602249946,1598,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000466,51.48674799,6.60180294,1599,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000471,51.48652939,6.59965449,1600,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000472,51.48697338,6.600308446,1601,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000473,51.48662159,6.601124257,1602,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000554,51.48740027,6.597723216,1603,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000036,51.48984209,6.602664012,1604,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000037,51.48941855,6.602485981,1605,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000038,51.48981811,6.602016008,1606,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000039,51.48902929,6.601761114,1607,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000040,51.49005038,6.601442685,1608,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000041,51.48998894,6.601846106,1609,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000042,51.48962005,6.601697076,1610,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000043,51.49011869,6.600667024,1611,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000044,51.49008114,6.599974595,1612,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000045,51.49025867,6.599718025,1613,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000046,51.48954839,6.59874388,1614,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000052,51.49014945,6.597743668,1615,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000053,51.48992741,6.597827822,1616,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000442,51.48991032,6.601008922,1617,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000467,51.48997863,6.600693511,1618,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000468,51.48747202,6.599969901,1619,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000470,51.48744805,6.597450469,1620,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000056,51.49897744,6.591912042,1621,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000035,51.48982842,6.604766445,1622,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000418,51.49115,6.606123056,1623,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000424,51.48972935,6.607125364,1624,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000425,51.48935711,6.606847504,1625,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000426,51.4894903,6.606835099,1626,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000440,51.49054902,6.604176443,1627,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000441,51.49054902,6.604056079,1628,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000029,51.48392715,6.613282375,1629,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000030,51.48487313,6.613510363,1630,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000031,51.48343873,6.613506088,1631,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000475,51.48669678,6.613477925,1632,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000476,51.48707237,6.613568785,1633,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000477,51.48658748,6.613376336,1634,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000483,51.48510874,6.612002542,1635,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000484,51.48521117,6.611946216,1636,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000485,51.48514973,6.613571802,1637,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000486,51.48501998,6.611857032,1638,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000514,51.48213074,6.611977397,1639,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000519,51.4847023,6.61199701,1640,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000520,51.48482183,6.611970104,1641,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000527,51.48213074,6.611200059,1642,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000025,51.48946297,6.609670948,1643,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000026,51.48928201,6.60955268,1644,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000419,51.48987964,6.610022234,1645,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000427,51.49207897,6.612715088,1646,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000428,51.49222238,6.61238635,1647,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000429,51.4922497,6.612832854,1648,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000430,51.48935711,6.612908877,1649,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000161,51.46984329,6.622764403,1650,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200001181,51.46602181,6.624056138,1651,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000607,51.47302271,6.614993373,1652,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000683,51.47172838,6.616154937,1653,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000246,51.48044027,6.618979219,1654,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000249,51.479689,6.618162571,1655,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000251,51.47977777,6.618956169,1656,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000252,51.47960703,6.619168734,1657,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000577,51.48025931,6.618371699,1658,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000581,51.47962748,6.616678303,1659,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000582,51.47974022,6.616435815,1660,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000583,51.47777994,6.616409747,1661,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000584,51.48011246,6.615389502,1662,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000585,51.48019779,6.615463765,1663,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000586,51.48062132,6.615009131,1664,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000588,51.47977777,6.613874473,1665,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000589,51.47990752,6.615776243,1666,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000590,51.48069986,6.614706879,1667,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000591,51.4805018,6.614791453,1668,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000255,51.47553963,6.62203568,1669,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000256,51.4756967,6.622095862,1670,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000257,51.47559771,6.622454021,1671,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000258,51.47570701,6.622671783,1672,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000675,51.47285876,6.624115063,1673,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000676,51.47266069,6.624256382,1674,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000677,51.47333007,6.623646766,1675,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000679,51.47285197,6.623164807,1676,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000680,51.47286907,6.623467896,1677,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000681,51.47296127,6.623051651,1678,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000682,51.47209039,6.622017743,1679,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000019,51.47677931,6.620469857,1680,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000244,51.48104821,6.619476518,1681,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000245,51.48115743,6.619377863,1682,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000247,51.47996904,6.619491018,1683,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000248,51.48004071,6.619535442,1684,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000639,51.48187802,6.623100769,1685,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000826,51.4651987,6.624845043,1686,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000002,51.47083025,6.629757676,1687,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000159,51.4700618,6.625257013,1688,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000160,51.47023254,6.625634367,1689,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000260,51.47091215,6.626621755,1690,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000272,51.46941975,6.630213149,1691,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000273,51.46848408,6.625423059,1692,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000274,51.46734682,6.626111213,1693,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000275,51.46694725,6.628552526,1694,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000276,51.46694046,6.628654115,1695,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000277,51.46667744,6.628620839,1696,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000278,51.46677308,6.628809515,1697,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000279,51.46653059,6.628389498,1698,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000280,51.46605936,6.628555125,1699,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000281,51.46615835,6.628973885,1700,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000154,51.46074205,6.632828219,1701,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000155,51.46062252,6.631674366,1702,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000156,51.46074884,6.630453877,1703,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000303,51.46501774,6.635448067,1704,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000304,51.46503819,6.635635486,1705,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000305,51.46063962,6.633171877,1706,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000003,51.47073118,6.630620006,1707,,1,Moers,,Papierkorb,,,,0.5
Papierkorb 200000004,51.47036917,6.631334983,1708,,1,Moers,,Papierkorb,,,,0.5
